ano_simples;ano;territorio;area_territorio;perimetro;razao_perimetro_area;numero_vizinhos;altitude_mediana;area_outros_ambientes;proporcao_cebolama;area_cebolama;densidade_cebolama;proporcao_samambaia;area_samambaia;densidade_samambaia;qualidade_samambaia;proporcao_capimserra;area_capimserra;densidade_capimserra;qualidade_capimserra;arboreas;aboreas_simplificado;foquilhas;Casal;femea;macho;idade_femea;idade_macho;mortalidade;filhotes_independentes;produtividade_anual;chuva_acumulada_simepar;chuva_forte_violenta_simepar;dias_chuva_simepar;mare_maxima;temperatura_media_simepar;temperatura_maxima_simepar;temperatura_minima_simepar;BQI
5;2010;listrao;5594;354;0.06328;3;2.514;1309;0.762298892;4264.3;moderada;0.003700393;20.7;ruim;ausenteouruim;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;ausente;12C;109;110;1.5;3;0;2;1;3460.8;67;222;2.4;20.909;29.56;13.85;1.38
6;2011;listrao;5782;394;0.06814;3;2.5;1359;0.756848841;4376.1;densa;0.00811138;46.9;ruim;ausenteouruim;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;ausente;12C;109;110;2.5;4;0;NA;NA;2705;32;217;2.4;20.734;28.35;14.16;NA
7;2012;listrao;5858;402;0.06862;3;2.5;1061;0.815124616;4775;densa;0.003755548;22;ruim;ausenteouruim;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;ausente;12C;109;110;3.5;5;0;0;0;2387.3;36;209;2.5;21.004;28.571;13.868;-0.86
8;2013;listrao;5624;395;0.07023;3;2.5;1061;0.807432432;4541;densa;0.003911807;22;ruim;ausenteouruim;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;ausente;12C;109;110;4.5;6;0;1;0.5;1029;22;205;2.5;21.013;28.93;13.11;0
9;2014;listrao;5613;407;0.07251;3;2.485;991;0.820684126;4606.5;densa;0.002761447;15.5;ruim;ausenteouruim;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;ausente;12C;109;110;5.5;7;0;1;0.5;2296.8;38;218;2.5;21.38;28.85;14.66;0.2
10;2015;listrao;4464;333;0.07459;1;2.5;674;0.849014337;3790;moderada;0;0;ausente;ausenteouruim;0;0;ausente;ausenteouruim;ausente;ausente;ausente;12C;109;110;6.5;8;0;0;0;3531.8;68;246;2.5;21.427;31.34;14.93;-1
11;2016;listrao;4473;355;0.07936;1;2.5;649;0.854907221;3824;moderada;0;0;ausente;ausenteouruim;0;0;ausente;ausenteouruim;ausente;ausente;ausente;51C;109;350;7.5;1;1;0;0;1830;30;240;2.5;20.973;30.2;11.62;-0.59
12;2017;listrao;4602;351;0.07627;1;2.5;1002;0.782268579;3600;moderada;0;0;ausente;ausenteouruim;0;0;ausente;ausenteouruim;ausente;ausente;ausente;51C;109;350;8.5;2;0;NA;NA;2471.8;40;223;2.5;21.215;28.14;14.4;NA
13;2018;listrao;4602;351;0.07627;1;2.5;1002;0.782268579;3600;normal;0;0;ausente;ausenteouruim;0;0;ausente;ausenteouruim;ausente;ausente;ausente;NA;408;NA;1;NA;1;NA;NA;1489;40;131;2.5;21.238;31.87;13.66;NA
14;2019;listrao;3697;313;0.08466;1;2.485;931;0.748174195;2766;normal;0;0;ausente;ausenteouruim;0;0;ausente;ausenteouruim;ausente;ausente;ausente;85C;408;350;2;4;0;2;1;3025;44;205;2.4;21.163;28.71;13.45;0.74
15;2020;listrao;3782;341;0.09016;1;2.485;846;0.774249075;2928.21;normal;0.002059757;7.79;ruim;ausenteouruim;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;ausente;85C;408;350;3;5;0;0;0;2274.2;38;204;2.4;21.097;29.04;13.75;0
16;2021;listrao;6035;402;0.06661;2;2.491;2043;0.648699254;3914.9;normal;0.012775476;77.1;ruim;ausenteouruim;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;ausente;85C;408;350;4;6;0;0;0;2639.6;38;221;2.4;20.588;29.19;11.93;-0.64
17;2022;listrao;6090;339;0.05566;2;2.5;2037;0.651691297;3968.8;normal;0.013825944;84.2;ruim;ausenteouruim;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;ausente;95C;416;350;0.5;7;1;0;0;2838.4;45;202;2.4;20.48;29.06;13.94;-0.39
18;2023;listrao;6090;339;0.05566;2;2.5;2037;0.651691297;3968.8;normal;0.013825944;84.2;ruim;ausenteouruim;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;ausente;96C;396;350;2.5;8;1;0;0;3452.2;56;216;2.5;21.311;29.65;14.37;-0.23
1;2006;maezinha;5077;325;0.06401;4;2.537;1182;0.668473508;3393.84;normal;0.098711838;501.16;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;5;11A;8A;2.5;2.5;0;0;0;2340.6;38;202;2.5;20.61;28.01;14.45;-0.17
2;2007;maezinha;6743;419;0.06213;4;2.542;1345;0.654871719;4415.8;normal;0.145662168;982.2;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;5;11A;8A;3.5;3.5;0;1;0.5;2925.8;57;201;2.5;21.19;29.13;13.25;0.33
3;2008;maezinha;7039;431;0.06123;4;2.547;1340;0.670095184;4716.8;normal;0.139536866;982.2;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;5;11A;8A;4.5;4.5;0;0;0;2908;44;211;2.5;21.06;28.96;14.13;0
4;2009;maezinha;5952;360;0.06048;4;2.535;949;0.675537634;4020.8;moderada;0.165020161;982.2;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;ausente;30;11A;159;5.5;0.5;1;0;0;3298;57;229;2.5;21.606;30.02;14.41;-0.45
