ano_simples;ano;territorio;area_territorio;perimetro;razao_perimetro_area;numero_vizinhos;altitude_mediana;area_outros_ambientes;proporcao_cebolama;area_cebolama;densidade_cebolama;proporcao_samambaia;area_samambaia;densidade_samambaia;qualidade_samambaia;proporcao_capimserra;area_capimserra;densidade_capimserra;qualidade_capimserra;arboreas;aboreas_simplificado;foquilhas;Casal;femea;macho;idade_femea;idade_macho;mortalidade;filhotes_independentes;produtividade_anual;chuva_acumulada_simepar;chuva_forte_violenta_simepar;dias_chuva_simepar;mare_maxima;temperatura_media_simepar;temperatura_maxima_simepar;temperatura_minima_simepar;BQI
1;2006;acelerado;7302;427;0.05847;7;2.567;0;0.82299507;6009.51;normal;0.17700493;1292.49;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;10;74;13;0.5;1;0;0;0;2340.6;38;202;2.5;20.61;28.01;14.45;-0.17
2;2007;acelerado;8105;377;0.04651;7;2.579;0;0.730229488;5918.51;normal;0.269770512;2186.49;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;10;74;13;1.5;2;0;1;0.5;2925.8;57;201;2.5;21.19;29.13;13.25;0.33
3;2008;acelerado;7777;380;0.04886;4;2.567;0;0.718337405;5586.51;normal;0.281662595;2190.49;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;10;74;13;2.5;3;0;0;0;2908;44;211;2.5;21.06;28.96;14.13;0
4;2009;acelerado;7784;385;0.04946;3;2.568;0;0.716021326;5573.51;normal;0.283978674;2210.49;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;10;74;13;3.5;4;0;0;0;3298;57;229;2.5;21.606;30.02;14.41;-0.45
5;2010;acelerado;7728;385;0.04981;4;2.568;0;0.701023551;5417.51;normal;0.298976449;2310.49;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;36;74;189;4.5;0.5;1;1;0.5;3460.8;67;222;2.4;20.909;29.56;13.85;0.38
6;2011;acelerado;7918;382;0.04824;4;2.568;0;0.719437989;5696.51;normal;0.280562011;2221.49;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;45;74;193;5.5;0.5;0;1;0.5;2705;32;217;2.4;20.734;28.35;14.16;0.17
7;2012;acelerado;7487;362;0.04835;4;2.577;0;0.645158274;4830.3;normal;0.354841726;2656.7;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;45;74;193;6.5;1.5;0;0;0;2387.3;36;209;2.5;21.004;28.571;13.868;-0.86
8;2013;acelerado;6385;362;0.05669;4;2.576;0;0.586499608;3744.8;normal;0.413500392;2640.2;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;45;74;193;7.5;2.5;0;1;0.5;2035.6;22;205;2.5;21.013;28.93;13.11;0
9;2014;acelerado;7461;397;0.05321;2;2.585;0;0.649886074;4848.8;normal;0.350113926;2612.2;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;65;305;193;1;3.5;1;1;0.5;2296.8;38;218;2.5;21.38;28.85;14.66;0.2
10;2015;acelerado;6656;370;0.05558;5;2.585;0;0.604711538;4024.96;normal;0.395288462;2631.04;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;65;305;193;2;4.5;1;1;0.5;3531.8;68;246;2.5;21.427;31.34;14.93;0
11;2016;acelerado;6656;370;0.05558;5;2.585;0;0.604711538;4024.96;normal;0.395288462;2631.04;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;71;340;193;1;5.5;0;1;0.5;1830;30;240;2.5;20.973;30.2;11.62;0.41
12;2017;acelerado;6429;370;0.05755;5;2.585;0;0.544377042;3499.8;normal;0.455622958;2929.2;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;75;360;193;0.5;6.5;1;1;0.5;2471.8;40;223;2.5;21.215;28.14;14.4;0.44
13;2018;acelerado;5674;360;0.06344;6;2.6;0;0.550193867;3121.8;normal;0.449806133;2552.2;moderada;moderada;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;75;360;193;1.5;7.5;0;0;0;2315.8;40;217;2.5;21.238;31.87;13.66;-0.58
14;2019;acelerado;5674;360;0.06344;6;2.6;0;0.550193867;3121.8;normal;0.449806133;2552.2;moderada;moderada;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;75;360;193;2.5;8.5;0;2;1;3025;44;205;2.4;21.163;28.71;13.45;0.74
15;2020;acelerado;7046;361;0.05123;6;2.585;0;0.522097644;3678.7;normal;0.477902356;3367.3;moderada;moderada;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;75;360;193;3.5;9.5;0;0;0;2274.2;38;204;2.4;21.097;29.04;13.75;0
16;2021;acelerado;6205;357;0.05753;5;2.593;0;0.549269944;3408.22;normal;0.450730056;2796.78;moderada;moderada;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;75;360;193;4.5;10.5;0;0;0;2639.6;38;221;2.4;20.588;29.19;11.93;-0.64
17;2022;acelerado;5816;345;0.05931;5;2.593;0;0.549384457;3195.22;normal;0.450615543;2620.78;moderada;moderada;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;cebolama;75;360;193;5.5;11.5;0;2;1;2838.4;45;202;2.4;20.48;29.06;13.94;1.61
18;2023;acelerado;6194;334;0.05392;5;2.585;0;0.569163707;3525.4;normal;0.430836293;2668.6;moderada;moderada;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;110;411;412;1;1.5;1;0;0;3452.2;56;216;2.5;21.311;29.65;14.37;-0.23
4;2009;amarelinha;6281;368;0.05858;3;2.611;516.9;0.480942525;3020.8;moderada;0.436761662;2743.3;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;3C;96;95;3;3;0;0;0;3298;57;229;2.5;21.606;30.02;14.41;-0.45
5;2010;amarelinha;5484;328;0.05981;2;2.613;282.8;0.504358133;2765.9;moderada;0.444073669;2435.3;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;3C;96;95;4;4;0;0;0;3460.8;67;222;2.4;20.909;29.56;13.85;-0.62
6;2011;amarelinha;5936;367;0.06182;3;2.603;322.5;0.502526954;2983;densa;0.443143531;2630.5;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;23C;96;265;5;1;1;NA;NA;2705;32;217;2.4;20.734;28.35;14.16;NA
7;2012;amarelinha;5936;367;0.06182;3;2.603;374.5;0.44777628;2658;densa;0.489134097;2903.5;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;23C;96;265;6;2;0;0;0;2387.3;36;209;2.5;21.004;28.571;13.868;-0.86
8;2013;amarelinha;5936;367;0.06182;3;2.603;374.5;0.44777628;2658;densa;0.489134097;2903.5;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;23C;96;265;7;3;0;0;0;2035.6;22;205;2.5;21.013;28.93;13.11;-1
9;2014;amarelinha;6243;366;0.05862;3;2.611;413;0.462277751;2886;densa;0.471568156;2944;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;23C;96;265;8;4;0;0;0;2296.8;38;218;2.5;21.38;28.85;14.66;-0.8
10;2015;amarelinha;5644;335;0.05935;2;2.603;283;0.428242381;2417;moderada;0.521615875;2944;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;23C;96;265;9;5;0;0;0;3531.8;68;246;2.5;21.427;31.34;14.93;-1
11;2016;amarelinha;6074;373;0.0614;3;2.62;589;0.396937768;2411;moderada;0.506091538;3074;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;23C;96;265;10;6;0;0;0;1830;30;240;2.5;20.973;30.2;11.62;-0.59
12;2017;amarelinha;6216;378;0.06081;3;2.62;612;0.397844273;2473;moderada;0.503700129;3131;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;23C;96;265;11;7;0;NA;NA;2471.8;40;223;2.5;21.215;28.14;14.4;NA
13;2018;amarelinha;6216;378;0.06081;3;2.62;612;0.397844273;2473;normal;0.503700129;3131;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;23C;96;265;12;88;0;0;0;2315.8;40;217;2.5;21.238;31.87;13.66;-0.58
14;2019;amarelinha;5758;337;0.05852;1;2.603;324.3;0.413806877;2382.7;normal;0.529871483;3051;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;86C;393;394;0.5;1;2;0;0;3025;44;205;2.4;21.163;28.71;13.45;-1.26
15;2020;amarelinha;6076;406;0.06682;2;2.62;489.2;0.41323239;2510.8;normal;0.506254115;3076;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;86C;393;394;1.5;2;0;0;0;2274.2;38;204;2.4;21.097;29.04;13.75;0
16;2021;amarelinha;5993;394;0.06574;3;2.636;807;0.45886868;2750;normal;0.40647422;2436;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;86C;393;394;2.5;3;0;0;0;2639.6;38;221;2.4;20.588;29.19;11.93;-0.64
17;2022;amarelinha;5993;394;0.06574;2;2.636;807;0.45886868;2750;normal;0.40647422;2436;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;86C;393;394;3.5;4;0;0;0;2838.4;45;202;2.4;20.48;29.06;13.94;-0.39
18;2023;amarelinha;5993;394;0.06574;2;2.636;807;0.45886868;2750;normal;0.40647422;2436;boa;boa;0;0;ausente;ausenteouruim;parcialmente_samambaia;samambaia;samambaia_cebolama;86C;393;394;4.5;5;0;0;0;3452.2;56;216;2.5;21.311;29.65;14.37;-0.23
4;2009;asinha;4997;346;0.06924;3;2.49;350;0.499619772;2496.6;moderada;0.050110066;250.4;ruim;ausenteouruim;0.380228137;1900;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;ausente;10C;94;171;3;1;0;0;0;3298;57;229;2.5;21.606;30.02;14.41;-0.45
5;2010;asinha;9138;474;0.05187;2;2.554;753;0.583202014;5329.3;moderada;0.126471876;1155.7;ruim;ausenteouruim;0.207922959;1900;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;cebolama;10C;94;171;4;2;0;0;0;3460.8;67;222;2.4;20.909;29.56;13.85;-0.62
6;2011;asinha;6639;369;0.05558;3;2.481;1202;0.484666365;3217.7;densa;0.046588342;309.3;ruim;ausenteouruim;0.28769393;1910;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;cebolama;10C;94;171;5;3;0;NA;NA;2705;32;217;2.4;20.734;28.35;14.16;NA
7;2012;asinha;6823;370;0.05422;3;2.481;1294;0.450637549;3074.7;densa;0.045918218;313.3;ruim;ausenteouruim;0.313791587;2141;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;cebolama;30C;267;264;1;0.5;2;0;0;2387.3;36;209;2.5;21.004;28.571;13.868;-0.86
8;2013;asinha;6571;373;0.05676;3;2.482;1294;0.42956932;2822.7;densa;0.047679196;313.3;ruim;ausenteouruim;0.325825597;2141;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;cebolama;30C;267;264;2;1.5;1;2;1;2035.6;22;205;2.5;21.013;28.93;13.11;1
9;2014;asinha;6860;369;0.05379;3;2.48;1294;0.43771137;3002.7;densa;0.054125364;371.3;ruim;ausenteouruim;0.319533528;2192;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;cebolama;34C;267;302;3;1.5;0;2;1;2296.8;38;218;2.5;21.38;28.85;14.66;1.2
10;2015;asinha;6860;369;0.05379;3;2.48;1294;0.43771137;3002.7;moderada;0.054125364;371.3;ruim;ausenteouruim;0.319533528;2192;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;cebolama;34C;267;302;4;2.5;0;2;1;3531.8;68;246;2.5;21.427;31.34;14.93;1
11;2016;asinha;6327;355;0.0561;3;2.482;1125;0.381839734;2415.9;moderada;0.091212265;577.1;ruim;ausenteouruim;0.349138612;2209;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;cebolama;34C;267;302;5;3.5;0;1;0.5;1830;30;240;2.5;20.973;30.2;11.62;0.41
12;2017;asinha;6327;355;0.0561;3;2.482;1004;0.390690691;2471.9;moderada;0.101485696;642.1;ruim;ausenteouruim;0.349138612;2209;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;cebolama;34C;267;302;6;4.5;0;NA;NA;2471.8;40;223;2.5;21.215;28.14;14.4;NA
13;2018;asinha;6327;355;0.0561;3;2.482;1004;0.390690691;2471.9;normal;0.101485696;642.1;ruim;ausenteouruim;0.349138612;2209;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;cebolama;34C;267;302;7;5.5;0;0;0;2315.8;40;217;2.5;21.238;31.87;13.66;-0.58
14;2019;asinha;6860;369;0.05379;3;2.48;1167;0.445772595;3058;normal;0.063848397;438;ruim;ausenteouruim;0.320262391;2197;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;cebolama;34C;267;302;8;6.5;0;0;0;3025;44;205;2.4;21.163;28.71;13.45;-1.26
15;2020;asinha;6083;321;0.05277;1;2.486;920;0.31283906;1903;normal;0.166200888;1011;ruim;ausenteouruim;0.369718889;2249;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;ausente;66C;388;387;0.5;0.5;2;0;0;2274.2;38;204;2.4;21.097;29.04;13.75;0
16;2021;asinha;5945;336;0.05651;2;2.48;1201;0.262405383;1560;normal;0.117577796;699;ruim;ausenteouruim;0.417998318;2485;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;ausente;67C;328;387;7.5;1.5;1;3;1.5;2639.6;38;221;2.4;20.588;29.19;11.93;2.36
17;2022;asinha;5945;336;0.05651;2;2.48;1201;0.262405383;1560;normal;0.117577796;699;ruim;ausenteouruim;0.417998318;2485;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;ausente;93C;399;387;0.5;2.5;1;0;0;2838.4;45;202;2.4;20.48;29.06;13.94;-0.39
18;2023;asinha;6097;319;0.05232;2;2.483;1201;0.265950467;1621.5;normal;0.129489913;789.5;ruim;ausenteouruim;0.407577497;2485;denso;denso;integralmente_samambaia_parcialmente_capimserra;ambos;ausente;93C;399;387;1.5;3.5;0;2;1;3452.2;56;216;2.5;21.311;29.65;14.37;1.77
1;2006;azulzinho;4403;266;0.06041;3;2.577;162;0.334101749;1471.05;normal;0.15102203;664.95;ruim;ausenteouruim;0.478083125;2105;denso;denso;ausente;ausente;ausente;7;16;44;1.5;1;0;0;0;2340.6;38;202;2.5;20.61;28.01;14.45;-0.17
2;2007;azulzinho;5992;344;0.0574;3;2.545;272;0.47774032;2862.62;normal;0.115550734;692.38;ruim;ausenteouruim;0.361315087;2165;denso;denso;ausente;ausente;ausente;7;16;44;2.5;2;0;2;1;2925.8;57;201;2.5;21.19;29.13;13.25;1.33
3;2008;azulzinho;7069;737;0.10425;3;2.552;204;0.536372896;3791.62;normal;0.12850191;908.38;ruim;ausenteouruim;0.306266799;2165;denso;denso;ausente;ausente;ausente;7;16;44;3.5;3;0;0;0;2908;44;211;2.5;21.06;28.96;14.13;0
4;2009;azulzinho;7270;398;0.05474;2;2.545;219;0.531034388;3860.62;moderada;0.141042641;1025.38;ruim;ausenteouruim;0.297799175;2165;denso;denso;parcialmente_samambaia;samambaia;ausente;7;16;44;4.5;4;0;2;1;3298;57;229;2.5;21.606;30.02;14.41;1.55
5;2010;azulzinho;6934;384;0.05537;2;2.545;200;0.520246611;3607.39;moderada;0.138680415;961.61;ruim;ausenteouruim;0.312229593;2165;denso;denso;parcialmente_samambaia;samambaia;ausente;33;177;44;1;5;1;0;0;3460.8;67;222;2.4;20.909;29.56;13.85;-0.62
6;2011;azulzinho;7221;397;0.05497;2;2.552;225;0.529098463;3820.62;densa;0.139922448;1010.38;ruim;ausenteouruim;0.29981997;2165;denso;denso;parcialmente_samambaia;samambaia;ausente;38;177;138;2;3;1;1;0.5;2705;32;217;2.4;20.734;28.35;14.16;0.17
7;2012;azulzinho;7057;399;0.05653;3;2.552;370;0.499733598;3526.62;densa;0.144024373;1016.38;ruim;ausenteouruim;0.303811818;2144;denso;denso;parcialmente_samambaia;samambaia;ausente;38;177;138;3;4;0;4;2;2387.3;36;209;2.5;21.004;28.571;13.868;3.14
8;2013;azulzinho;7257;384;0.05291;3;2.552;370;0.513520739;3726.62;densa;0.140055119;1016.38;ruim;ausenteouruim;0.295438887;2144;denso;denso;parcialmente_samambaia;samambaia;ausente;38;177;138;4;5;0;2;1;2035.6;22;205;2.5;21.013;28.93;13.11;1
9;2014;azulzinho;6947;382;0.05498;3;2.553;370;0.508236649;3530.72;densa;0.129880524;902.28;ruim;ausenteouruim;0.308622427;2144;denso;denso;parcialmente_samambaia;samambaia;ausente;38;177;138;5;6;0;1;0.5;2296.8;38;218;2.5;21.38;28.85;14.66;0.2
10;2015;azulzinho;6299;334;0.05302;4;2.552;343;0.484651532;3052.82;moderada;0.120523893;759.18;ruim;ausenteouruim;0.340371488;2144;denso;denso;parcialmente_samambaia;samambaia;ausente;38;177;138;6;7;0;3;1.5;3531.8;68;246;2.5;21.427;31.34;14.93;2
11;2016;azulzinho;6299;334;0.05302;4;2.552;343;0.484651532;3052.82;moderada;0.120523893;759.18;ruim;ausenteouruim;0.340371488;2144;denso;denso;parcialmente_samambaia;samambaia;ausente;NA;NA;NA;NA;NA;0;1;0.5;1830;30;240;2.5;20.973;30.2;11.62;0.41
12;2017;azulzinho;5903;315;0.05336;4;2.554;145.5;0.445285448;2628.52;moderada;0.125187193;738.98;ruim;ausenteouruim;0.404878875;2390;denso;denso;ausente;ausente;capimserra;NA;NA;NA;NA;NA;1;0;0;2471.8;40;223;2.5;21.215;28.14;14.4;-0.56
13;2018;azulzinho;5903;315;0.05336;4;2.554;145.5;0.445285448;2628.52;normal;0.125187193;738.98;ruim;ausenteouruim;0.404878875;2390;denso;denso;ausente;ausente;capimserra;88;357;356;2.5;1.5;1;0;0;2315.8;40;217;2.5;21.238;31.87;13.66;-0.58
14;2019;azulzinho;5903;315;0.05336;4;2.554;145.5;0.445285448;2628.52;normal;0.125187193;738.98;ruim;ausenteouruim;0.404878875;2390;denso;denso;ausente;ausente;capimserra;100;357;375;3.5;0.5;0;3;1.5;3025;44;205;2.4;21.163;28.71;13.45;1.74
15;2020;azulzinho;5471;301;0.05501;4;2.554;105;0.422485834;2311.42;normal;0.121473222;664.58;ruim;ausenteouruim;0.436848839;2390;denso;denso;ausente;ausente;capimserra;100;357;375;4.5;1.5;0;0;0;2274.2;38;204;2.4;21.097;29.04;13.75;0
16;2021;azulzinho;5442;303;0.05567;4;2.553;98.2;0.446628078;2430.55;normal;0.080935318;440.45;ruim;ausenteouruim;0.454391768;2472.8;denso;denso;ausente;ausente;capimserra;100;357;375;5.5;2.5;1;1;0.5;2639.6;38;221;2.4;20.588;29.19;11.93;0.36
17;2022;azulzinho;5297;295;0.05569;4;2.554;67.1;0.439239192;2326.65;normal;0.08315084;440.45;ruim;ausenteouruim;0.46494242;2462.8;denso;denso;ausente;ausente;capimserra;101;357;Fi55;6.5;12;0;0;0;2838.4;45;202;2.4;20.48;29.06;13.94;-0.39
18;2023;azulzinho;5640;306;0.05425;4;2.553;67.1;0.473342199;2669.65;normal;0.078093972;440.45;ruim;ausenteouruim;0.436666667;2462.8;denso;denso;ausente;ausente;capimserra;101;357;Fi55;7.5;13;0;0;0;3452.2;56;216;2.5;21.311;29.65;14.37;-0.23
4;2009;barbantinho;10073;487;0.04834;3;2.496;2205;0.749382508;7548.53;moderada;0.031192296;314.2;moderada;moderada;0.000523181;5.27;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;11C;170;119;0.5;2;0;0;0;3298;57;229;2.5;21.606;30.02;14.41;-0.45
5;2010;barbantinho;7351;431;0.05863;2;2.492;1820;0.708955244;5211.53;moderada;0.042742484;314.2;moderada;moderada;0.000716909;5.27;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;11C;170;119;1.5;3;1;0;0;3460.8;67;222;2.4;20.909;29.56;13.85;-0.62
6;2011;barbantinho;6867;384;0.05591;3;2.514;1595;0.721207223;4952.53;densa;0.04575506;314.2;moderada;moderada;0.000767438;5.27;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;27C;Fi56;119;1;4;1;NA;NA;2705;32;217;2.4;20.734;28.35;14.16;NA
7;2012;barbantinho;6378;377;0.0591;3;2.516;2435;0.56099561;3578.03;densa;0.05639699;359.7;moderada;moderada;0.000826278;5.27;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;28C;243;119;1;5;1;0;0;2387.3;36;209;2.5;21.004;28.571;13.868;-0.86
8;2013;barbantinho;6378;377;0.0591;3;2.516;2435;0.56099561;3578.03;densa;0.05639699;359.7;moderada;moderada;0.000826278;5.27;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;28C;243;119;2;6;0;2;1;2035.6;22;205;2.5;21.013;28.93;13.11;1
9;2014;barbantinho;6971;379;0.05436;3;2.516;2489;0.590593889;4117.03;densa;0.051599484;359.7;moderada;moderada;0.000755989;5.27;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;28C;243;119;3;7;0;2;1;2296.8;38;218;2.5;21.38;28.85;14.66;1.2
10;2015;barbantinho;7085;378;0.05335;3;2.516;2374;0.613412844;4346.03;moderada;0.050769231;359.7;moderada;moderada;0.000743825;5.27;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;44C;243;346;4;1;1;2;1;3531.8;68;246;2.5;21.427;31.34;14.93;1
11;2016;barbantinho;6111;393;0.06431;3;2.53;2057;0.60367043;3689.03;moderada;0.05886107;359.7;moderada;moderada;0.000862379;5.27;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;44C;243;346;5;2;0;2;1;1830;30;240;2.5;20.973;30.2;11.62;1.41
12;2017;barbantinho;6059;394;0.06502;3;2.53;1574;0.66996204;4059.3;moderada;0.066892226;405.3;moderada;moderada;0.003366892;20.4;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;44C;243;346;6;3;0;NA;NA;2471.8;40;223;2.5;21.215;28.14;14.4;NA
13;2018;barbantinho;6059;394;0.06502;3;2.53;1574;0.66996204;4059.3;normal;0.066892226;405.3;ruim;ausenteouruim;0.003366892;20.4;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;44C;243;346;7;4;0;2;1;2315.8;40;217;2.5;21.238;31.87;13.66;1.42
14;2019;barbantinho;5465;315;0.05763;2;2.536;1284;0.668783166;3654.9;normal;0.074162855;405.3;ruim;ausenteouruim;0.0221043;120.8;pouco denso;ausenteouruim;parcialmente_samambaia;samambaia;ausente;44C;243;346;8;5;0;2;1;3025;44;205;2.4;21.163;28.71;13.45;0.74
15;2020;barbantinho;4697;275;0.05854;2;2.514;1191;0.68696402;3226.67;normal;0.033751331;158.53;ruim;ausenteouruim;0.025718544;120.8;pouco denso;ausenteouruim;integralmente_samambaia;samambaia;ausente;NA;243;NA;9;NA;1;0;0;2274.2;38;204;2.4;21.097;29.04;13.75;0
16;2021;barbantinho;6237;351;0.05627;2;2.498;878;0.794920635;4957.92;normal;0.00957191;59.7;ruim;ausenteouruim;0.054734648;341.38;pouco denso;ausenteouruim;integralmente_samambaia;samambaia;ausente;53C;382;378;2;2;1;0;0;2639.6;38;221;2.4;20.588;29.19;11.93;-0.64
17;2022;barbantinho;6642;368;0.0554;2;2.514;878;0.771743451;5125.92;normal;0.008988257;59.7;ruim;ausenteouruim;0.087079193;578.38;pouco denso;ausenteouruim;integralmente_samambaia_parcialmente_capimserra;ambos;ausente;53C;382;378;3;3;0;0;0;2838.4;45;202;2.4;20.48;29.06;13.94;-0.39
18;2023;barbantinho;6642;368;0.0554;2;2.514;878;0.771743451;5125.92;normal;0.008988257;59.7;ruim;ausenteouruim;0.087079193;578.38;pouco denso;ausenteouruim;integralmente_samambaia_parcialmente_capimserra;ambos;ausente;53C;382;378;4;4;0;0;0;3452.2;56;216;2.5;21.311;29.65;14.37;-0.23
4;2009;beringela;5748;354;0.06158;2;2.655;513.5;0.592901879;3408;normal;0.3177627;1826.5;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;9C;167;Fi17;1;1.8;1;0;0;3298;57;229;2.5;21.606;30.02;14.41;-0.45
7;2012;beringela;5204;333;0.06398;3;2.653;989.96;0.528620292;2750.94;densa;0.281149116;1463.1;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;10C;94;171;6;4;0;2;1;2387.3;36;209;2.5;21.004;28.571;13.868;1.14
8;2013;beringela;5631;346;0.06144;3;2.653;1265.3;0.538021666;3029.6;densa;0.237275795;1336.1;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;31C;94;302;7;0.5;1;0;0;2035.6;22;205;2.5;21.013;28.93;13.11;-1
9;2014;beringela;5307;333;0.06274;3;2.653;987.66;0.536883362;2849.24;densa;0.277011494;1470.1;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;35C;328;320;0.5;1.5;1;0;0;2296.8;38;218;2.5;21.38;28.85;14.66;-0.8
10;2015;beringela;4929;308;0.06248;2;2.653;1039.66;0.532002435;2622.24;moderada;0.2570704;1267.1;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;40C;349;348;0.5;1;1;2;1;3531.8;68;246;2.5;21.427;31.34;14.93;1
11;2016;beringela;5632;376;0.06676;3;2.653;1346;0.536026278;3018.9;moderada;0.224982244;1267.1;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;40C;349;348;1.5;2;0;0;0;1830;30;240;2.5;20.973;30.2;11.62;-0.59
12;2017;beringela;5599;378;0.06751;3;2.653;1384;0.517610288;2898.1;moderada;0.235202715;1316.9;boa;boa;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;40C;349;348;2.5;3;0;NA;NA;2471.8;40;223;2.5;21.215;28.14;14.4;NA
13;2018;beringela;5940;412;0.06936;3;2.653;1727;0.487558923;2896.1;normal;0.221700337;1316.9;moderada;moderada;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;40C;349;348;3.5;4;0;0;0;2315.8;40;217;2.5;21.238;31.87;13.66;-0.58
14;2019;beringela;5422;384;0.07082;2;2.68;1490.7;0.482183696;2614.4;normal;0.242880856;1316.9;moderada;moderada;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;40C;349;348;4.5;5;0;3;1.5;3025;44;205;2.4;21.163;28.71;13.45;1.74
15;2020;beringela;4716;384;0.08142;2;2.68;1363.2;0.517938931;2442.6;normal;0.193002545;910.2;moderada;moderada;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;54C;386;385;0.5;0.5;2;0;0;2274.2;38;204;2.4;21.097;29.04;13.75;0
16;2021;beringela;4662;402;0.08622;2;2.666;1778;0.471728872;2199.2;normal;0.146889747;684.8;moderada;moderada;0;0;ausente;ausenteouruim;integralmente_samambaia;samambaia;cebolama;54C;386;385;1.5;1.5;0;1;0.5;2639.6;38;221;2.4;20.588;29.19;11.93;0.36
